cksum kappa rho numDaysToRecover beta deathRate pir AFP_Detection reintroRate minBurnIn obsPeriod seasonalAmp numSims movModel moveRate ES_Detection vacRate vilPop
d0a8e52d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
f561cdf7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
ad1c948c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {32000,8000,8000,8000,8000}
df69c530 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
4dd774d4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {64000}
7ef7c1d0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {32000,32000}
b6ac4696 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {16000,16000,16000,16000}
f78eafb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
c3d7cbd7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
765392d6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
5f7a9d31 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {32000,8000,8000,8000,8000}
c50304cb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
86a9e3c6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {64000}
45d5374e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {32000,32000}
b5f83759 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {16000,16000,16000,16000}
cfdbbfc3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {8000,8000,8000,8000,8000,8000,8000,8000}
89f08de5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
938428b5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
341a144e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {32000,8000,8000,8000,8000}
13a8e11b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
9c58661c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {64000}
a01d6081 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {32000,32000}
dd84326e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {16000,16000,16000,16000}
64d79785 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
ce2f23fb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
b4b9a60c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
d4772889 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {32000,8000,8000,8000,8000}
a4e36196 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
2b7c8fb3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {64000}
82d2b6e8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {32000,32000}
aa26b906 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {16000,16000,16000,16000}
d608fa43 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
f2a24e0b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
4911ddc8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
339e42c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {32000,8000,8000,8000,8000}
ba1dac72 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
4f1de27a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {64000}
19d3b9f2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {32000,32000}
78f3ff80 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {16000,16000,16000,16000}
d8023ce3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
e1dd60f1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
ca2382e9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
f15fed91 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {32000,8000,8000,8000,8000}
a0776d89 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ba5f97f0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {64000}
15d8c07e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {32000,32000}
8685b974 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {16000,16000,16000,16000}
957c2cd6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {8000,8000,8000,8000,8000,8000,8000,8000}
983caa8e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
f59940be 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
1e30d3fb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {32000,8000,8000,8000,8000}
6782a529 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
a33314d9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {64000}
a13a8e86 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {32000,32000}
66a55faa 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {16000,16000,16000,16000}
6ce419d6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
c2ba3bd5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
76cec4fd 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
48e29c07 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {32000,8000,8000,8000,8000}
cca213cb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
f5089715 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {64000}
7e4db7a9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {32000,32000}
800c7eb3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {16000,16000,16000,16000}
88bb840e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
d1a158c0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
e98c8b74 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
9f8bc3e8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {32000,8000,8000,8000,8000}
26dc09a0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
9169fadc 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {64000}
e54cb8b3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {32000,32000}
52d93835 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {16000,16000,16000,16000}
86b142ae 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
c2de763a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
6abed455 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
6dedca55 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {32000,8000,8000,8000,8000}
3cb6c85b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.001 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
36899e06 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {64000}
30135caa 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {32000,32000}
420be6ce 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {16000,16000,16000,16000}
838d7d0a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {8000,8000,8000,8000,8000,8000,8000,8000}
9206f588 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
7f28275f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
fbce1d22 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {32000,8000,8000,8000,8000}
217c3106 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ac08d79f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {64000}
faf8cd61 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {32000,32000}
994fcb14 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {16000,16000,16000,16000}
816d7b0b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
3d18df44 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
4834009a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
c5c6b786 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {32000,8000,8000,8000,8000}
b09b8255 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ce32e55c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {64000}
62a04d16 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {32000,32000}
65f2b06a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {16000,16000,16000,16000}
b95a798e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
7c2fb919 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
7d3f3793 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
b3adb7f7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {32000,8000,8000,8000,8000}
c3a2206e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
aa538895 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {64000}
f9a1420c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {32000,32000}
b727f6ec 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {16000,16000,16000,16000}
b750bf2e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
6f5097e3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
fe0d68b2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
41cbbe4a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {32000,8000,8000,8000,8000}
d9c8e195 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.01 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
33fc9b58 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {64000}
945d2818 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {32000,32000}
ad1ee437 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {16000,16000,16000,16000}
1e13e4d5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {8000,8000,8000,8000,8000,8000,8000,8000}
a8f7d406 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
ab862a44 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
d0bec9ef 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {32000,8000,8000,8000,8000}
b65667a9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
9732a5d6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {64000}
e61537de 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {32000,32000}
7cb105cd 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {16000,16000,16000,16000}
b08c868b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
90963e9d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
dc87bc7d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
e9e0c399 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {32000,8000,8000,8000,8000}
55e5ab9b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
9a60647c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {64000}
e33b9047 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {32000,32000}
4e8264a7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {16000,16000,16000,16000}
36291620 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
95462673 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
aab8541a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
4c472349 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {32000,8000,8000,8000,8000}
6835e3a3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
fe0109b5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {64000}
783a9f5d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {32000,32000}
9c572221 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {16000,16000,16000,16000}
3823d080 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
86390889 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
298a0b3b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
be212af4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {32000,8000,8000,8000,8000}
725f2258 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0 0.1 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
45a2ad36 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {64000}
f36c6767 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {32000,32000}
14312f0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {16000,16000,16000,16000}
e2179594 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {8000,8000,8000,8000,8000,8000,8000,8000}
dc47d62 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
7a0175ce 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
db7312 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {32000,8000,8000,8000,8000}
855c6afc 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
d0b4ae0c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {64000}
9f874b24 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {32000,32000}
bf6deed6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {16000,16000,16000,16000}
f09ded2e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
1f5d3b72 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
7eda75e2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
770ef02f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {32000,8000,8000,8000,8000}
6ae9d0a0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
aea4c192 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.2 {64000}
adffce4e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.2 {32000,32000}
9ee7de5a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.2 {16000,16000,16000,16000}
f849d5ca 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 1 0.05 0 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
